id,S,L,pred,herb,mutu,para,foodweb,other
4330,21,34,0,0,0,34,0,0
4331,28,46,0,0,0,46,0,0
4332,7,6,0,0,0,6,0,0
4333,20,23,0,0,0,23,0,0
4334,10,9,0,0,0,9,0,0
4335,22,41,0,0,0,41,0,0
4336,20,30,0,0,0,30,0,0
4337,15,14,0,0,0,14,0,0
4338,13,16,0,0,0,16,0,0
4345,9,8,0,0,0,8,0,0
4349,8,7,0,0,0,7,0,0
4353,9,6,0,0,0,6,0,0
4355,9,9,0,0,0,9,0,0
4357,11,11,0,0,0,11,0,0
4359,16,20,0,0,0,20,0,0
4360,19,19,0,0,0,19,0,0
4363,12,13,0,0,0,13,0,0
4364,16,15,0,0,0,15,0,0
4365,11,8,0,0,0,8,0,0
4367,10,8,0,0,0,8,0,0
4368,11,11,0,0,0,11,0,0
4369,8,7,0,0,0,7,0,0
4371,9,7,0,0,0,7,0,0
4372,11,9,0,0,0,9,0,0
4376,7,6,0,0,0,6,0,0
4378,6,5,0,0,0,5,0,0
4379,19,16,0,0,0,16,0,0
4381,11,11,0,0,0,11,0,0
4384,12,10,0,0,0,10,0,0
4385,9,6,0,0,0,6,0,0
4386,7,7,0,0,0,7,0,0
4389,12,19,0,0,0,19,0,0
4390,7,6,0,0,0,6,0,0
4392,13,8,0,0,0,8,0,0
4393,14,15,0,0,0,15,0,0
4394,17,19,0,0,0,19,0,0
4395,10,7,0,0,0,7,0,0
4396,23,22,0,0,0,22,0,0
4397,13,16,0,0,0,16,0,0
4399,18,27,0,0,0,27,0,0
4400,17,19,0,0,0,19,0,0
4401,21,26,0,0,0,26,0,0
4403,11,13,0,0,0,13,0,0
4404,16,19,0,0,0,19,0,0
4405,6,5,0,0,0,5,0,0
4407,12,7,0,0,0,7,0,0
4411,9,6,0,0,0,6,0,0
4412,8,6,0,0,0,6,0,0
4416,6,5,0,0,0,5,0,0
4418,13,10,0,0,0,10,0,0
4419,6,5,0,0,0,5,0,0
4420,15,19,0,0,0,19,0,0
4421,25,32,0,0,0,32,0,0
4422,13,13,0,0,0,13,0,0
4423,34,42,0,0,0,42,0,0
4424,12,12,0,0,0,12,0,0
4425,22,30,0,0,0,30,0,0
4426,17,16,0,0,0,16,0,0
4427,22,22,0,0,0,22,0,0
4428,20,18,0,0,0,18,0,0
4430,19,19,0,0,0,19,0,0
4431,9,8,0,0,0,8,0,0
4432,12,9,0,0,0,9,0,0
4433,13,14,0,0,0,14,0,0
4434,8,7,0,0,0,7,0,0
4435,8,8,0,0,0,8,0,0
4437,17,25,0,0,0,25,0,0
4439,10,7,0,0,0,7,0,0
4445,8,6,0,0,0,6,0,0
4447,12,11,0,0,0,11,0,0
4448,8,7,0,0,0,7,0,0
4449,6,5,0,0,0,5,0,0
4450,10,9,0,0,0,9,0,0
4451,19,32,0,0,0,32,0,0
4453,9,8,0,0,0,8,0,0
4454,22,21,0,0,0,21,0,0
4456,13,12,0,0,0,12,0,0
4457,14,17,0,0,0,17,0,0
4459,17,29,0,0,0,29,0,0
4461,9,6,0,0,0,6,0,0
4462,10,9,0,0,0,9,0,0
4463,13,16,0,0,0,16,0,0
4464,13,10,0,0,0,10,0,0
4470,7,5,0,0,0,5,0,0
4471,7,6,0,0,0,6,0,0
4472,6,5,0,0,0,5,0,0
4473,7,6,0,0,0,6,0,0
4474,9,7,0,0,0,7,0,0
4475,10,9,0,0,0,9,0,0
4476,8,6,0,0,0,6,0,0
4477,7,6,0,0,0,6,0,0
4480,13,9,0,0,0,9,0,0
4481,7,5,0,0,0,5,0,0
4482,6,5,0,0,0,5,0,0
4485,6,5,0,0,0,5,0,0
4486,8,7,0,0,0,7,0,0
4492,7,6,0,0,0,6,0,0
4494,8,8,0,0,0,8,0,0
4495,6,5,0,0,0,5,0,0
4496,13,13,0,0,0,13,0,0
4498,13,15,0,0,0,15,0,0
4499,6,5,0,0,0,5,0,0
4500,5,6,0,0,0,6,0,0
4504,10,8,0,0,0,8,0,0
4505,10,5,0,0,0,5,0,0
4506,7,6,0,0,0,6,0,0
4507,51,62,0,0,0,62,0,0
4508,19,22,0,0,0,22,0,0
4510,6,5,0,0,0,5,0,0
4511,10,9,0,0,0,9,0,0
4512,10,10,0,0,0,10,0,0
4515,8,7,0,0,0,7,0,0
4519,7,6,0,0,0,6,0,0
4520,7,7,0,0,0,7,0,0
4521,8,8,0,0,0,8,0,0
4522,6,8,0,0,0,8,0,0
4532,9,8,0,0,0,8,0,0
4534,7,6,0,0,0,6,0,0
4540,13,16,0,0,0,16,0,0
4542,15,10,0,0,0,10,0,0
4543,25,18,0,0,0,18,0,0
4545,22,19,0,0,0,19,0,0
4547,17,21,0,0,0,21,0,0
4548,12,11,0,0,0,11,0,0
4550,15,12,0,0,0,12,0,0
4554,9,7,0,0,0,7,0,0
4555,10,13,0,0,0,13,0,0
4556,6,5,0,0,0,5,0,0
4557,6,5,0,0,0,5,0,0
4558,8,6,0,0,0,6,0,0
4560,10,9,0,0,0,9,0,0
4562,20,31,0,0,0,31,0,0
4563,8,7,0,0,0,7,0,0
4564,14,21,0,0,0,21,0,0
4565,16,20,0,0,0,20,0,0
4566,6,5,0,0,0,5,0,0
4567,14,14,0,0,0,14,0,0
4568,6,5,0,0,0,5,0,0
4569,8,7,0,0,0,7,0,0
4570,13,18,0,0,0,18,0,0
4573,9,10,0,0,0,10,0,0
4577,10,7,0,0,0,7,0,0
4578,7,5,0,0,0,5,0,0
4579,7,6,0,0,0,6,0,0
4580,7,6,0,0,0,6,0,0
4582,9,11,0,0,0,11,0,0
4586,14,19,0,0,0,19,0,0
4587,6,5,0,0,0,5,0,0
4589,6,5,0,0,0,5,0,0
4590,12,13,0,0,0,13,0,0
4591,14,14,0,0,0,14,0,0
4595,11,12,0,0,0,12,0,0
4597,12,13,0,0,0,13,0,0
4598,6,6,0,0,0,6,0,0
4599,9,10,0,0,0,10,0,0
4604,11,8,0,0,0,8,0,0
4609,12,18,0,0,0,18,0,0
4610,7,8,0,0,0,8,0,0
4611,6,5,0,0,0,5,0,0
4613,7,5,0,0,0,5,0,0
4614,8,6,0,0,0,6,0,0
4615,8,6,0,0,0,6,0,0
4619,6,5,0,0,0,5,0,0
4624,7,6,0,0,0,6,0,0
4625,8,7,0,0,0,7,0,0
4626,11,15,0,0,0,15,0,0
4627,11,10,0,0,0,10,0,0
4631,8,7,0,0,0,7,0,0
4634,7,6,0,0,0,6,0,0
4636,7,6,0,0,0,6,0,0
4637,6,6,0,0,0,6,0,0
4638,6,5,0,0,0,5,0,0
4642,12,14,0,0,0,14,0,0
4643,8,10,0,0,0,10,0,0
4644,6,5,0,0,0,5,0,0
4646,7,7,0,0,0,7,0,0
4648,8,7,0,0,0,7,0,0
4649,8,7,0,0,0,7,0,0
4650,12,11,0,0,0,11,0,0
4655,8,6,0,0,0,6,0,0
4656,14,15,0,0,0,15,0,0
4657,11,10,0,0,0,10,0,0
4658,7,6,0,0,0,6,0,0
4659,6,5,0,0,0,5,0,0
4660,7,6,0,0,0,6,0,0
4668,13,13,0,0,0,13,0,0
4670,12,11,0,0,0,11,0,0
4672,9,9,0,0,0,9,0,0
4673,11,15,0,0,0,15,0,0
4676,6,5,0,0,0,5,0,0
4678,12,11,0,0,0,11,0,0
4682,14,19,0,0,0,19,0,0
4684,11,12,0,0,0,12,0,0
4685,7,6,0,0,0,6,0,0
4686,10,9,0,0,0,9,0,0
4688,15,12,0,0,0,12,0,0
4690,12,10,0,0,0,10,0,0
4691,14,16,0,0,0,16,0,0
4692,21,15,0,0,0,15,0,0
4693,15,8,0,0,0,8,0,0
4694,15,21,0,0,0,21,0,0
4698,9,9,0,0,0,9,0,0
4699,8,7,0,0,0,7,0,0
4702,7,6,0,0,0,6,0,0
4704,9,8,0,0,0,8,0,0
4705,13,14,0,0,0,14,0,0
4706,7,6,0,0,0,6,0,0
4707,8,7,0,0,0,7,0,0
4709,7,7,0,0,0,7,0,0
4710,7,6,0,0,0,6,0,0
4717,6,5,0,0,0,5,0,0
4718,7,6,0,0,0,6,0,0
4719,7,6,0,0,0,6,0,0
4720,7,6,0,0,0,6,0,0
4722,8,6,0,0,0,6,0,0
4725,6,8,0,0,0,8,0,0
4729,5,5,0,0,0,5,0,0
4730,10,12,0,0,0,12,0,0
4731,10,9,0,0,0,9,0,0
1007,28,61,0,0,0,61,0,0
1016,49,88,0,0,0,88,0,0
1031,27,39,0,0,0,39,0,0
1026,27,36,0,0,0,36,0,0
1027,33,105,0,0,0,105,0,0
1029,34,68,0,0,0,68,0,0
1032,58,107,0,0,0,107,0,0
1033,33,142,0,0,0,142,0,0
1035,19,19,0,0,0,19,0,0
1037,29,51,0,0,0,51,0,0
1047,13,15,0,0,0,15,0,0
1048,21,30,0,0,0,30,0,0
1049,38,90,0,0,0,90,0,0
1050,30,52,0,0,0,52,0,0
1052,26,28,0,0,0,28,0,0
1053,21,50,0,0,0,50,0,0
1054,53,84,0,0,0,84,0,0
1057,23,57,0,0,0,57,0,0
1060,26,71,0,0,0,71,0,0
1061,24,39,0,0,0,39,0,0
1063,39,107,0,0,0,107,0,0
1022,10,12,0,0,0,12,0,0
1028,24,57,0,0,0,57,0,0
1030,17,41,0,0,0,41,0,0
1008,42,96,0,0,0,96,0,0
1034,47,108,0,0,0,108,0,0
1009,32,108,0,0,0,108,0,0
1010,27,52,0,0,0,52,0,0
1011,20,51,0,0,0,51,0,0
1012,53,123,0,0,0,123,0,0
1013,25,43,0,0,0,43,0,0
1014,32,37,0,0,0,37,0,0
1015,36,97,0,0,0,97,0,0
1017,23,43,0,0,0,43,0,0
1018,30,63,0,0,0,63,0,0
1059,37,100,0,0,0,100,0,0
1062,62,226,0,0,0,226,0,0
1044,27,32,0,0,0,32,0,0
1025,36,127,0,0,0,127,0,0
1036,49,79,0,0,0,79,0,0
1038,56,174,0,0,0,174,0,0
1055,38,73,0,0,0,73,0,0
1045,47,198,0,0,0,198,0,0
1046,17,35,0,0,0,35,0,0
1051,17,29,0,0,0,29,0,0
1024,14,19,0,0,0,19,0,0
1056,53,197,0,0,0,197,0,0
1058,56,202,0,0,0,202,0,0
1023,27,52,0,0,0,52,0,0
1019,33,103,0,0,0,103,0,0
1020,30,68,0,0,0,68,0,0
4733,6,5,0,0,0,5,0,0
4734,6,5,0,0,0,5,0,0
4735,8,7,0,0,0,7,0,0
4736,11,15,0,0,0,15,0,0
4737,7,5,0,0,0,5,0,0
1492,13,33,0,0,0,33,0,0
1489,13,42,0,0,0,42,0,0
1491,12,32,0,0,0,32,0,0
1490,25,140,0,0,0,140,0,0
4739,10,7,0,0,0,7,0,0
1536,16,48,0,3,0,45,3,0
4742,8,7,0,0,0,7,0,0
1550,36,77,12,7,0,43,19,15
1556,12,19,5,3,0,8,8,3
1560,9,11,1,1,0,5,2,4
4743,8,7,0,0,0,7,0,0
4744,9,10,0,0,0,10,0,0
4745,6,5,0,0,0,5,0,0
4746,14,7,0,0,0,7,0,0
4749,12,16,0,0,0,16,0,0
4750,8,7,0,0,0,7,0,0
4751,5,5,0,0,0,5,0,0
4752,6,5,0,0,0,5,0,0
4757,8,5,0,0,0,5,0,0
4758,7,7,0,0,0,7,0,0
4759,10,8,0,0,0,8,0,0
4760,5,5,0,0,0,5,0,0
4762,6,5,0,0,0,5,0,0
4763,15,13,0,0,0,13,0,0
4765,9,6,0,0,0,6,0,0
4769,10,8,0,0,0,8,0,0
4770,8,6,0,0,0,6,0,0
4772,9,8,0,0,0,8,0,0
4773,11,13,0,0,0,13,0,0
4775,7,5,0,0,0,5,0,0
4783,6,5,0,0,0,5,0,0
4785,9,8,0,0,0,8,0,0
4786,9,8,0,0,0,8,0,0
4788,7,5,0,0,0,5,0,0
4789,10,9,0,0,0,9,0,0
4790,8,6,0,0,0,6,0,0
4794,7,6,0,0,0,6,0,0
4795,6,5,0,0,0,5,0,0
4798,13,11,0,0,0,11,0,0
4799,8,8,0,0,0,8,0,0
4802,11,11,0,0,0,11,0,0
4805,8,7,0,0,0,7,0,0
4807,7,7,0,0,0,7,0,0
4810,7,6,0,0,0,6,0,0
4812,9,8,0,0,0,8,0,0
4813,16,15,0,0,0,15,0,0
4815,13,15,0,0,0,15,0,0
4816,17,21,0,0,0,21,0,0
4818,7,8,0,0,0,8,0,0
4820,7,5,0,0,0,5,0,0
4821,19,23,0,0,0,23,0,0
4827,15,18,0,0,0,18,0,0
4828,13,20,0,0,0,20,0,0
4832,7,8,0,0,0,8,0,0
4833,8,8,0,0,0,8,0,0
4835,8,7,0,0,0,7,0,0
4836,6,6,0,0,0,6,0,0
4838,12,14,0,0,0,14,0,0
4843,10,11,0,0,0,11,0,0
4844,9,9,0,0,0,9,0,0
4845,9,11,0,0,0,11,0,0
4846,6,5,0,0,0,5,0,0
4847,6,5,0,0,0,5,0,0
4848,9,7,0,0,0,7,0,0
4851,17,24,0,0,0,24,0,0
4852,25,33,0,0,0,33,0,0
4853,20,23,0,0,0,23,0,0
4854,7,5,0,0,0,5,0,0
4856,6,5,0,0,0,5,0,0
4857,7,7,0,0,0,7,0,0
4859,23,34,0,0,0,34,0,0
4862,17,18,0,0,0,18,0,0
4864,10,8,0,0,0,8,0,0
4866,15,14,0,0,0,14,0,0
4869,11,11,0,0,0,11,0,0
4870,16,16,0,0,0,16,0,0
4873,10,9,0,0,0,9,0,0
4875,6,6,0,0,0,6,0,0
4876,14,18,0,0,0,18,0,0
4878,9,8,0,0,0,8,0,0
4880,16,22,0,0,0,22,0,0
4882,14,15,0,0,0,15,0,0
4883,8,7,0,0,0,7,0,0
4887,10,11,0,0,0,11,0,0
4888,10,10,0,0,0,10,0,0
4889,14,11,0,0,0,11,0,0
4892,9,8,0,0,0,8,0,0
4893,13,13,0,0,0,13,0,0
4895,22,34,0,0,0,34,0,0
4896,11,12,0,0,0,12,0,0
4897,20,33,0,0,0,33,0,0
4898,13,17,0,0,0,17,0,0
4899,14,19,0,0,0,19,0,0
4900,18,17,0,0,0,17,0,0
4902,22,31,0,0,0,31,0,0
4903,15,20,0,0,0,20,0,0
4906,8,7,0,0,0,7,0,0
4907,7,6,0,0,0,6,0,0
4909,13,16,0,0,0,16,0,0
4911,10,9,0,0,0,9,0,0
4912,12,12,0,0,0,12,0,0
4913,10,10,0,0,0,10,0,0
4914,13,13,0,0,0,13,0,0
4915,17,20,0,0,0,20,0,0
4917,10,10,0,0,0,10,0,0
4919,13,11,0,0,0,11,0,0
4926,11,12,0,0,0,12,0,0
4927,10,13,0,0,0,13,0,0
4928,24,37,0,0,0,37,0,0
4929,12,11,0,0,0,11,0,0
4930,9,8,0,0,0,8,0,0
4932,9,7,0,0,0,7,0,0
4933,8,7,0,0,0,7,0,0
4935,18,15,0,0,0,15,0,0
4938,11,12,0,0,0,12,0,0
4939,6,5,0,0,0,5,0,0
4945,20,22,0,0,0,22,0,0
4953,10,7,0,0,0,7,0,0
4958,7,8,0,0,0,8,0,0
4963,7,6,0,0,0,6,0,0
4968,7,8,0,0,0,8,0,0
4973,7,5,0,0,0,5,0,0
4978,7,6,0,0,0,6,0,0
4983,20,30,0,0,0,30,0,0
4988,7,6,0,0,0,6,0,0
4993,9,8,0,0,0,8,0,0
4998,9,8,0,0,0,8,0,0
5003,24,31,0,0,0,31,0,0
5008,7,6,0,0,0,6,0,0
4941,7,6,0,0,0,6,0,0
4944,18,21,0,0,0,21,0,0
4947,12,11,0,0,0,11,0,0
4950,14,16,0,0,0,16,0,0
4955,25,27,0,0,0,27,0,0
4960,19,28,0,0,0,28,0,0
4965,7,5,0,0,0,5,0,0
4970,8,6,0,0,0,6,0,0
4980,10,8,0,0,0,8,0,0
4985,11,12,0,0,0,12,0,0
4995,11,13,0,0,0,13,0,0
5000,13,13,0,0,0,13,0,0
5005,13,10,0,0,0,10,0,0
4943,6,5,0,0,0,5,0,0
4946,7,6,0,0,0,6,0,0
4948,8,7,0,0,0,7,0,0
4952,16,11,0,0,0,11,0,0
4957,11,12,0,0,0,12,0,0
4962,26,37,0,0,0,37,0,0
4977,8,7,0,0,0,7,0,0
4992,8,5,0,0,0,5,0,0
5007,12,12,0,0,0,12,0,0
4949,23,31,0,0,0,31,0,0
4954,12,11,0,0,0,11,0,0
4964,8,9,0,0,0,9,0,0
4969,15,13,0,0,0,13,0,0
4979,12,13,0,0,0,13,0,0
4984,10,10,0,0,0,10,0,0
4989,7,8,0,0,0,8,0,0
4994,8,7,0,0,0,7,0,0
4999,12,9,0,0,0,9,0,0
5009,15,18,0,0,0,18,0,0
4951,23,26,0,0,0,26,0,0
4961,11,13,0,0,0,13,0,0
4966,9,9,0,0,0,9,0,0
4971,11,13,0,0,0,13,0,0
4986,13,12,0,0,0,12,0,0
4996,12,11,0,0,0,11,0,0
5011,7,6,0,0,0,6,0,0
